"product_id","product_position","promotion","seasonal","sales_volume","price","terms","section","season","material","origin","total_revenue","price_category"
202886,"Front of Store","",1,636,"90","t-shirts","MAN","Autumn","Polyester","Bangladesh","57240","medium"
202887,"End-cap","","",797,"70","sweaters","WOMAN","Autumn","Viscose","Bangladesh","55790","medium"
202888,"End-cap","","",944,"33","shoes","WOMAN","Winter","Polyester","Bangladesh","31152","low"
202889,"Aisle","","",1112,"33","jackets","WOMAN","Winter","Acrylic","Bangladesh","36696","low"
202890,"Front of Store",1,1,1440,"42","t-shirts","WOMAN","Autumn","Cotton","Brazil","60480","low"
202891,"End-cap","",1,823,"70","shoes","WOMAN","Spring","Polyester","Portugal","57610","medium"
202892,"Aisle","","",904,"33","jackets","MAN","Winter","Cotton","China","29832","low"
202893,"Aisle","","",1060,"23","jackets","WOMAN","Winter","Acrylic","India","24380","low"
202894,"Front of Store",1,"",1237,"22","jackets","MAN","Autumn","Cotton","Morocco","27214","low"
202895,"Front of Store","","",1007,"21","t-shirts","WOMAN","Winter","Polyester","India","21147","low"
202896,"End-cap",1,1,1394,"32","jackets","MAN","Autumn","Cotton","Bangladesh","44608","low"
202897,"End-cap","",1,782,"36","shoes","WOMAN","Spring","Cotton","Turkey","28152","low"
202898,"End-cap","","",928,"33","jackets","MAN","Winter","Wool Blend","Brazil","30624","low"
202899,"End-cap","",1,780,"60","jackets","WOMAN","Autumn","Viscose","China","46800","medium"
202900,"Aisle","",1,843,"50","sweaters","WOMAN","Spring","Satin","Turkey","42150","low"
202901,"Front of Store","",1,832,"16","jackets","MAN","Autumn","Polyester","Turkey","13312","low"
202902,"End-cap","","",739,"50","jackets","WOMAN","Autumn","Wool Blend","Spain","36950","low"
202903,"Aisle","",1,975,"34","shoes","MAN","Summer","Linen","Bangladesh","33150","low"
202904,"End-cap","",1,948,"53","jackets","WOMAN","Summer","Linen","Morocco","50244","medium"
202905,"End-cap",1,"",1754,"18","sweaters","WOMAN","Winter","Cotton","India","31572","low"
202906,"Aisle","","",1067,"29","t-shirts","WOMAN","Winter","Polyester","China","30943","low"
202907,"Front of Store",1,"",1248,"109","jackets","WOMAN","Winter","Wool","Cambodia","136032","high"
202908,"End-cap","","",828,"36","t-shirts","MAN","Autumn","Wool Blend","Turkey","29808","low"
202909,"End-cap","","",912,"32","jackets","WOMAN","Summer","Linen","Morocco","29184","low"
202910,"End-cap",1,1,1225,"54","jackets","WOMAN","Spring","Linen","Turkey","66150","medium"
202911,"End-cap","","",1031,"43","jackets","WOMAN","Winter","Denim","China","44333","low"
202912,"Aisle","",1,887,"20","jackets","WOMAN","Spring","Cotton","Bangladesh","17740","low"
202913,"Front of Store",1,1,1421,"43","jackets","WOMAN","Autumn","Viscose","Portugal","61103","low"
202914,"Aisle",1,"",1716,"14","jackets","WOMAN","Winter","Wool Blend","China","24024","low"
202915,"Front of Store","","",950,"40","sweaters","WOMAN","Summer","Linen","Bangladesh","38000","low"
202916,"End-cap","","",1055,"23","t-shirts","WOMAN","Winter","Wool Blend","Cambodia","24265","low"
202917,"End-cap","",1,895,"50","t-shirts","WOMAN","Winter","Wool","India","44750","low"
202918,"End-cap",1,1,1639,"25","sweaters","WOMAN","Winter","Cotton","Pakistan","40975","low"
202919,"Aisle",1,1,1292,"42","sweaters","WOMAN","Autumn","Wool Blend","China","54264","low"
202920,"End-cap","",1,831,"50","t-shirts","WOMAN","Autumn","Viscose","Morocco","41550","low"
202921,"Aisle",1,1,1306,"73","shoes","WOMAN","Autumn","Wool","Portugal","95338","medium"
202922,"Aisle",1,"",1364,"32","shoes","MAN","Autumn","Wool","China","43648","low"
202923,"Front of Store",1,"",1359,"36","t-shirts","WOMAN","Autumn","Viscose","Spain","48924","low"
202924,"End-cap",1,1,1644,"15","t-shirts","WOMAN","Summer","Linen","Turkey","24660","low"
202925,"Aisle",1,1,1332,"29","jackets","WOMAN","Summer","Wool Blend","Spain","38628","low"
202926,"Front of Store","","",818,"40","jackets","WOMAN","Autumn","Wool","Turkey","32720","low"
202927,"Front of Store",1,"",1752,"29","jackets","WOMAN","Winter","Wool Blend","Bangladesh","50808","low"
202928,"End-cap",1,"",1263,"19","jackets","MAN","Autumn","Viscose","China","23997","low"
202929,"End-cap","","",761,"40","jackets","MAN","Autumn","Viscose","China","30440","low"
202930,"End-cap",1,"",1396,"79","jackets","WOMAN","Summer","Linen","China","110284","medium"
202931,"Aisle","","",955,"39","t-shirts","WOMAN","Winter","Wool","Morocco","37245","low"
202932,"Aisle",1,"",1228,"62","t-shirts","WOMAN","Spring","Linen","Cambodia","76136","medium"
202933,"End-cap","","",713,"70","t-shirts","MAN","Autumn","Cotton","Brazil","49910","medium"
202934,"Front of Store",1,1,1362,"20","shoes","WOMAN","Autumn","Wool Blend","Brazil","27240","low"
202935,"End-cap",1,1,1257,"86","shoes","WOMAN","Autumn","Wool","Spain","108102","medium"
202936,"Aisle",1,"",1644,"29","sweaters","WOMAN","Winter","Wool Blend","China","47676","low"
202937,"Front of Store","","",1113,"21","shoes","WOMAN","Winter","Wool","China","23373","low"
202938,"Front of Store","","",933,"46","shoes","WOMAN","Autumn","Acrylic","Morocco","42918","low"
202939,"Front of Store",1,1,1369,"39","jackets","MAN","Autumn","Wool","China","53391","low"
202940,"End-cap",1,"",1626,"38","jackets","WOMAN","Summer","Linen Blend","Portugal","61788","low"
202941,"Front of Store","","",888,"89","jackets","WOMAN","Winter","Wool","Morocco","79032","medium"
202942,"Aisle",1,1,1598,"45","jackets","WOMAN","Winter","Wool Blend","China","71910","low"
202943,"Aisle","","",929,"88","jackets","WOMAN","Winter","Wool","Bangladesh","81752","medium"
202944,"Aisle",1,1,1130,"80","t-shirts","MAN","Autumn","Cotton","India","90400","medium"
202945,"Aisle","",1,863,"40","jackets","WOMAN","Autumn","Cotton","Turkey","34520","low"
202946,"Aisle","",1,837,"46","shoes","MAN","Autumn","Viscose","Cambodia","38502","low"
202947,"Aisle",1,1,1491,"29","sweaters","WOMAN","Summer","Wool","India","43239","low"
202948,"Front of Store","","",832,"20","jackets","MAN","Spring","Viscose","Portugal","16640","low"
202949,"End-cap",1,"",1743,"26","jackets","WOMAN","Winter","Wool","Bangladesh","45318","low"
202950,"Front of Store",1,1,1224,"38","sweaters","MAN","Winter","Acrylic","Portugal","46512","low"
202951,"End-cap","","",801,"23","jackets","MAN","Autumn","Wool Blend","Bangladesh","18423","low"
202952,"Aisle",1,"",1362,"22","jackets","WOMAN","Autumn","Polyester","Bangladesh","29964","low"
202953,"Aisle",1,1,1237,"30","jackets","MAN","Autumn","Wool","Spain","37110","low"
202954,"End-cap","",1,1046,"23","jackets","WOMAN","Winter","Viscose","Spain","24058","low"
202955,"Aisle","","",1156,"26","t-shirts","WOMAN","Winter","Wool","Cambodia","30056","low"
202956,"Aisle","",1,774,"30","t-shirts","MAN","Autumn","Cotton","China","23220","low"
202957,"Aisle","",1,833,"76","t-shirts","WOMAN","Summer","Cotton","Morocco","63308","medium"
202958,"End-cap",1,1,1101,"74","jeans","MAN","Autumn","Wool Blend","Brazil","81474","medium"
202959,"End-cap","",1,846,"22","jackets","MAN","Winter","Wool Blend","India","18612","low"
202960,"Aisle","",1,915,"56","sweaters","MAN","Winter","Wool","Pakistan","51240","medium"
202961,"Aisle",1,1,1285,"32","shoes","WOMAN","Autumn","Polyester","Portugal","41120","low"
202962,"Front of Store","",1,850,"22","sweaters","MAN","Winter","Wool","Bangladesh","18700","low"
202963,"End-cap","","",828,"30","jackets","MAN","Spring","Linen","Portugal","24840","low"
202964,"End-cap",1,1,1625,"43","jackets","WOMAN","Winter","Wool","Bangladesh","69875","low"
202965,"Front of Store","","",915,"23","shoes","WOMAN","Winter","Viscose","China","21045","low"
202966,"End-cap","","",908,"20","jackets","WOMAN","Autumn","Wool","Vietnam","18160","low"
202967,"End-cap","","",1005,"20","jackets","WOMAN","Spring","Linen","Spain","20100","low"
202968,"End-cap","",1,992,"38","jackets","WOMAN","Summer","Linen Blend","India","37696","low"
202969,"Aisle","","",997,"53","jackets","WOMAN","Summer","Linen Blend","Turkey","52841","medium"
202970,"End-cap","",1,879,"20","shoes","WOMAN","Autumn","Wool","China","17580","low"
202971,"Aisle","",1,945,"52","sweaters","WOMAN","Winter","Viscose","China","49140","low"
202972,"Aisle","",1,997,"43","jackets","WOMAN","Summer","Cotton","Brazil","42871","low"
202973,"Aisle",1,1,1546,"60","jackets","WOMAN","Winter","Wool Blend","Turkey","92760","medium"
202974,"Aisle","","",813,"20","sweaters","MAN","Spring","Viscose","India","16260","low"
202975,"Aisle","",1,1038,"40","jackets","WOMAN","Summer","Cotton","China","41520","low"
202976,"End-cap",1,"",1428,"18","sweaters","WOMAN","Winter","Wool Blend","Spain","25704","low"
202977,"Aisle",1,1,1260,"36","jackets","MAN","Spring","Linen","India","45360","low"
202978,"Aisle",1,1,1264,"39","sweaters","MAN","Autumn","Denim","Morocco","49296","low"
202979,"Front of Store","",1,792,"46","jackets","WOMAN","Autumn","Polyester","India","36432","low"
202980,"Aisle",1,1,1653,"27","jackets","WOMAN","Summer","Linen","Portugal","44631","low"
202981,"Front of Store",1,1,1543,"23","sweaters","WOMAN","Summer","Linen","Turkey","35489","low"
202982,"Front of Store",1,1,1458,"18","jackets","WOMAN","Summer","Cotton","Morocco","26244","low"
202983,"Front of Store","",1,1029,"23","jackets","WOMAN","Summer","Linen Blend","Bangladesh","23667","low"
202984,"Front of Store","","",877,"23","shoes","WOMAN","Autumn","Cotton","Brazil","20171","low"
202985,"Front of Store","","",679,"100","jackets","MAN","Spring","Linen","Portugal","67900","high"
202986,"Aisle","","",763,"50","jackets","WOMAN","Autumn","Cotton","Morocco","38150","low"
202987,"Aisle",1,1,1541,"85","jackets","WOMAN","Winter","Viscose","Portugal","130985","medium"
202988,"End-cap",1,"",1417,"14","shoes","MAN","Autumn","Cotton","China","19838","low"
202989,"Aisle","","",814,"60","jackets","WOMAN","Spring","Cotton","Pakistan","48840","medium"
202990,"End-cap",1,1,1093,"55","jackets","MAN","Autumn","Wool","Portugal","60115","medium"
202991,"End-cap",1,1,1316,"16","jackets","MAN","Autumn","Polyester","Turkey","21056","low"
202992,"Front of Store",1,1,1227,"30","jackets","WOMAN","Spring","Silk","China","36810","low"
202993,"Aisle",1,"",1240,"53","jackets","WOMAN","Spring","Linen Blend","India","65720","medium"
202994,"Aisle","",1,865,"16","jeans","WOMAN","Spring","Linen Blend","China","13840","low"
202995,"Aisle",1,1,1249,"38","jackets","MAN","Autumn","Viscose","Brazil","47462","low"
202996,"Aisle","","",784,"70","shoes","WOMAN","Autumn","Wool","Vietnam","54880","medium"
202997,"Aisle",1,1,1544,"33","t-shirts","WOMAN","Spring","Cotton","Spain","50952","low"
202998,"Aisle","",1,860,"85","jeans","WOMAN","Summer","Linen","India","73100","medium"
202999,"End-cap",1,1,1567,"41","sweaters","WOMAN","Autumn","Wool","Morocco","64247","low"
203000,"Aisle","","",710,"100","jackets","WOMAN","Spring","Linen","Morocco","71000","high"
203001,"Aisle","","",863,"64","sweaters","WOMAN","Summer","Linen Blend","Vietnam","55232","medium"
203002,"End-cap",1,1,1638,"31","sweaters","WOMAN","Winter","Wool","China","50778","low"
203003,"Front of Store",1,1,1362,"29","shoes","WOMAN","Autumn","Viscose","China","39498","low"
203004,"Front of Store",1,1,1441,"21","jackets","MAN","Winter","Wool","China","30261","low"
203005,"Front of Store",1,1,1442,"14","sweaters","MAN","Autumn","Wool Blend","Pakistan","20188","low"
203006,"End-cap","","",1037,"26","jackets","WOMAN","Winter","Wool Blend","China","26962","low"
203007,"Aisle","","",919,"51","shoes","MAN","Winter","Wool Blend","Morocco","46869","low"
203008,"Front of Store",1,1,1308,"41","shoes","WOMAN","Spring","Linen","China","53628","low"
203009,"Front of Store","","",815,"50","jackets","WOMAN","Spring","Polyester","Morocco","40750","low"
203010,"Front of Store",1,"",1523,"54","jackets","WOMAN","Winter","Acrylic","Bangladesh","82242","medium"
203011,"End-cap",1,1,1341,"31","jackets","WOMAN","Spring","Linen","India","41571","low"
203012,"Aisle","","",1056,"77","t-shirts","WOMAN","Summer","Linen Blend","India","81312","medium"
203013,"Aisle","",1,991,"16","jackets","WOMAN","Autumn","Wool","Morocco","15856","low"
203014,"Aisle",1,"",1591,"33","t-shirts","WOMAN","Autumn","Cotton","Spain","52503","low"
203015,"End-cap",1,1,1518,"35","jackets","MAN","Winter","Wool","Brazil","53130","low"
203016,"Front of Store","","",950,"26","shoes","WOMAN","Autumn","Wool","Bangladesh","24700","low"
203017,"Aisle",1,1,1487,"33","shoes","WOMAN","Autumn","Cotton","Morocco","49071","low"
203018,"Front of Store","","",915,"26","jackets","WOMAN","Autumn","Denim","Vietnam","23790","low"
203019,"End-cap","","",784,"86","shoes","MAN","Winter","Wool","Bangladesh","67424","medium"
203020,"Aisle",1,1,1389,"36","t-shirts","MAN","Winter","Wool Blend","Bangladesh","50004","low"
203021,"Aisle","","",1009,"25","jackets","MAN","Winter","Wool Blend","Turkey","25225","low"
203022,"Front of Store","","",812,"40","t-shirts","MAN","Spring","Linen","Bangladesh","32480","low"
203023,"Aisle",1,1,1264,"52","t-shirts","MAN","Summer","Linen","Cambodia","65728","low"
203024,"Front of Store","",1,943,"32","jackets","MAN","Winter","Wool Blend","Bangladesh","30176","low"
203025,"End-cap",1,1,1390,"26","t-shirts","MAN","Autumn","Denim","Vietnam","36140","low"
203026,"Front of Store","",1,1004,"30","t-shirts","WOMAN","Winter","Wool Blend","Pakistan","30120","low"
203027,"End-cap",1,"",1614,"34","t-shirts","WOMAN","Winter","Wool","Turkey","54876","low"
203028,"End-cap",1,"",1273,"18","jackets","MAN","Autumn","Polyester","India","22914","low"
203029,"Front of Store",1,"",1523,"27","jackets","WOMAN","Spring","Polyester","Morocco","41121","low"
203030,"End-cap","","",940,"36","jackets","WOMAN","Autumn","Cotton","Turkey","33840","low"
203031,"End-cap","","",967,"66","jackets","WOMAN","Summer","Viscose","Cambodia","63822","medium"
203032,"Aisle",1,"",1285,"31","jackets","MAN","Autumn","Wool Blend","Bangladesh","39835","low"
203033,"Aisle","",1,985,"33","jackets","MAN","Summer","Linen","Spain","32505","low"
203034,"Front of Store",1,"",1223,"60","jackets","MAN","Winter","Polyester","China","73380","medium"
203035,"Aisle","",1,766,"60","shoes","WOMAN","Spring","Cotton","China","45960","medium"
203036,"Aisle","","",722,"96","t-shirts","MAN","Summer","Linen","Cambodia","69312","high"
203037,"Aisle",1,"",1655,"17","jackets","WOMAN","Autumn","Wool","Bangladesh","28135","low"
203038,"Front of Store","","",775,"40","shoes","MAN","Autumn","Denim","China","31000","low"
203039,"Front of Store","","",696,"90","jackets","MAN","Spring","Denim","China","62640","medium"
203040,"End-cap","",1,932,"28","jackets","WOMAN","Winter","Wool","China","26096","low"
203041,"End-cap","",1,803,"20","jackets","MAN","Autumn","Acrylic","China","16060","low"
203042,"Front of Store","","",814,"40","t-shirts","MAN","Summer","Polyester","Morocco","32560","low"
203043,"End-cap","","",953,"16","jackets","WOMAN","Autumn","Acrylic","China","15248","low"
203044,"End-cap",1,1,1500,"26","jackets","WOMAN","Autumn","Polyester","Bangladesh","39000","low"
203045,"Aisle","","",993,"36","jackets","WOMAN","Autumn","Wool","Bangladesh","35748","low"
203046,"Aisle","","",1036,"38","jackets","WOMAN","Winter","Wool","Portugal","39368","low"
203047,"Front of Store",1,1,1786,"26","jackets","WOMAN","Winter","Wool Blend","Morocco","46436","low"
203048,"Aisle","",1,924,"52","jackets","WOMAN","Summer","Cotton","China","48048","low"
203049,"End-cap","",1,901,"20","jackets","WOMAN","Autumn","Wool Blend","Turkey","18020","low"
203050,"Aisle","",1,891,"29","shoes","WOMAN","Autumn","Polyester","Spain","25839","low"
203051,"End-cap",1,"",1285,"25","jackets","WOMAN","Spring","Linen Blend","China","32125","low"
203052,"End-cap","","",1146,"34","jackets","WOMAN","Winter","Wool Blend","China","38964","low"
203053,"Aisle","","",902,"16","jackets","WOMAN","Spring","Polyester","China","14432","low"
203054,"Front of Store",1,1,1462,"37","jackets","WOMAN","Winter","Acrylic","Morocco","54094","low"
203055,"End-cap","","",674,"90","sweaters","WOMAN","Autumn","Denim","Portugal","60660","medium"
203056,"End-cap","","",994,"20","sweaters","WOMAN","Autumn","Polyester","India","19880","low"
203057,"Front of Store","","",874,"30","sweaters","WOMAN","Autumn","Wool Blend","China","26220","low"
203058,"Front of Store",1,1,1763,"24","jackets","MAN","Winter","Wool Blend","Turkey","42312","low"
203059,"Front of Store","",1,868,"20","shoes","MAN","Autumn","Wool","Bangladesh","17360","low"
203060,"End-cap","",1,868,"23","jackets","WOMAN","Autumn","Wool Blend","China","19964","low"
203061,"End-cap","","",743,"99","t-shirts","MAN","Summer","Linen","Vietnam","73557","high"
203062,"Aisle",1,"",1168,"59","sweaters","MAN","Spring","Viscose","China","68912","medium"
203063,"End-cap",1,"",1579,"20","jackets","WOMAN","Spring","Polyester","India","31580","low"
203064,"Aisle",1,1,1359,"31","jackets","WOMAN","Autumn","Polyester","Morocco","42129","low"
203065,"End-cap",1,1,1287,"40","t-shirts","WOMAN","Autumn","Cotton","Spain","51480","low"
203066,"Front of Store","","",824,"23","jackets","MAN","Spring","Linen","Argentina","18952","low"
203067,"End-cap","","",732,"22","t-shirts","MAN","Autumn","Denim","Turkey","16104","low"
203068,"End-cap","","",754,"20","jackets","MAN","Autumn","Wool","China","15080","low"
203069,"End-cap",1,"",1506,"37","jackets","WOMAN","Winter","Wool","Bangladesh","55722","low"
203070,"Aisle",1,1,1193,"105","jackets","WOMAN","Summer","Linen","Morocco","125265","high"
203071,"Front of Store","",1,881,"20","t-shirts","WOMAN","Autumn","Wool Blend","Bangladesh","17620","low"
203072,"Front of Store","","",936,"40","jackets","WOMAN","Autumn","Cotton","China","37440","low"
203073,"Aisle","","",871,"51","jackets","MAN","Winter","Wool","Vietnam","44421","low"
203074,"Aisle",1,1,1110,"37","jackets","MAN","Spring","Denim","Bangladesh","41070","low"
203075,"Front of Store","",1,759,"40","jackets","MAN","Autumn","Polyester","China","30360","low"
203076,"Front of Store",1,1,1333,"26","t-shirts","MAN","Autumn","Satin","India","34658","low"
203077,"Front of Store",1,1,1311,"21","jackets","MAN","Spring","Cotton","Spain","27531","low"
203078,"End-cap",1,1,1053,"79","jackets","MAN","Spring","Linen","Vietnam","83187","medium"
203079,"Front of Store",1,"",1411,"14","shoes","MAN","Autumn","Wool","Spain","19754","low"
203080,"End-cap","",1,807,"30","jeans","MAN","Autumn","Wool Blend","Bangladesh","24210","low"
203081,"End-cap",1,1,1524,"20","shoes","WOMAN","Spring","Viscose","Bangladesh","30480","low"
203082,"Front of Store","","",875,"23","t-shirts","WOMAN","Autumn","Wool Blend","Morocco","20125","low"
203083,"Front of Store","","",822,"46","jackets","WOMAN","Spring","Linen","China","37812","low"
203084,"Front of Store",1,1,1327,"65","jackets","WOMAN","Autumn","Polyester","Brazil","86255","medium"
203085,"Front of Store",1,"",1299,"36","jackets","WOMAN","Autumn","Wool Blend","China","46764","low"
203086,"Aisle","","",742,"69","shoes","WOMAN","Autumn","Acrylic","Portugal","51198","medium"
203087,"End-cap","","",747,"50","jackets","MAN","Autumn","Polyester","China","37350","low"
203088,"Front of Store","",1,960,"16","shoes","WOMAN","Spring","Cotton","Brazil","15360","low"
203089,"End-cap","",1,866,"50","jackets","WOMAN","Autumn","Acrylic","Vietnam","43300","low"
203090,"Aisle","","",849,"40","t-shirts","WOMAN","Autumn","Viscose","Vietnam","33960","low"
203091,"End-cap",1,1,1317,"24","jackets","WOMAN","Autumn","Viscose","China","31608","low"
203092,"Aisle",1,1,1589,"53","jackets","WOMAN","Winter","Wool Blend","Bangladesh","84217","medium"
203093,"End-cap","","",821,"40","sweaters","WOMAN","Autumn","Wool","Portugal","32840","low"
203094,"Front of Store","","",740,"39","t-shirts","MAN","Autumn","Wool Blend","Spain","28860","low"
203095,"Front of Store",1,"",1211,"72","jackets","MAN","Autumn","Wool Blend","Spain","87192","medium"
203096,"Aisle",1,"",1480,"15","t-shirts","WOMAN","Winter","Wool Blend","Vietnam","22200","low"
203097,"Front of Store",1,1,1410,"66","sweaters","WOMAN","Spring","Cotton","China","93060","medium"
203098,"Aisle","",1,908,"30","jackets","WOMAN","Autumn","Wool Blend","Bangladesh","27240","low"
203099,"Aisle",1,"",1560,"57","jackets","WOMAN","Winter","Wool Blend","China","88920","medium"
203100,"End-cap","","",777,"86","shoes","WOMAN","Winter","Wool","Bangladesh","66822","medium"
203101,"Aisle",1,1,1474,"42","jackets","WOMAN","Winter","Wool","Turkey","61908","low"
203102,"End-cap","","",986,"23","jackets","WOMAN","Winter","Wool","Spain","22678","low"
203103,"Front of Store","",1,857,"36","jackets","WOMAN","Autumn","Wool","India","30852","low"
203104,"End-cap",1,1,1505,"23","sweaters","WOMAN","Winter","Wool Blend","Turkey","34615","low"
203105,"Aisle","","",1005,"32","t-shirts","MAN","Winter","Wool","Bangladesh","32160","low"
203106,"Aisle","","",884,"36","sweaters","WOMAN","Spring","Cotton","Bangladesh","31824","low"
203107,"Aisle",1,"",1591,"35","sweaters","WOMAN","Winter","Wool Blend","Morocco","55685","low"
203108,"Aisle","","",1112,"39","jackets","WOMAN","Winter","Wool","China","43368","low"
203109,"Front of Store","","",806,"40","sweaters","WOMAN","Autumn","Denim","China","32240","low"
203110,"End-cap",1,1,1240,"85","t-shirts","MAN","Winter","Cotton","China","105400","medium"
203111,"End-cap","","",662,"80","jackets","MAN","Spring","Viscose","Turkey","52960","medium"
203112,"Aisle","",1,881,"50","t-shirts","WOMAN","Autumn","Acrylic","Turkey","44050","low"
203113,"Front of Store","","",1077,"43","jackets","WOMAN","Winter","Acrylic","China","46311","low"
203114,"Front of Store",1,"",1464,"45","jackets","MAN","Summer","Wool Blend","India","65880","low"
203115,"Aisle",1,1,1629,"30","jackets","WOMAN","Winter","Wool Blend","Brazil","48870","low"
203116,"Front of Store","","",878,"45","sweaters","WOMAN","Autumn","Wool Blend","India","39510","low"
203117,"Aisle",1,1,1182,"106","t-shirts","WOMAN","Summer","Cotton","China","125292","high"
203118,"Aisle",1,"",1480,"29","jackets","WOMAN","Autumn","Wool","Vietnam","42920","low"
203119,"Front of Store","","",927,"15","shoes","WOMAN","Autumn","Wool","Bangladesh","13905","low"
203120,"Front of Store",1,1,1278,"52","jackets","MAN","Winter","Wool Blend","China","66456","low"
203121,"Aisle",1,1,1270,"29","jackets","MAN","Autumn","Denim","India","36830","low"
203122,"Front of Store",1,"",1339,"32","jackets","MAN","Autumn","Wool","China","42848","low"
203123,"Aisle",1,1,1664,"31","jackets","WOMAN","Winter","Wool","Pakistan","51584","low"
203124,"Aisle","",1,840,"16","sweaters","WOMAN","Autumn","Cotton","Cambodia","13440","low"
203125,"Front of Store","","",706,"90","jackets","MAN","Autumn","Wool Blend","Bangladesh","63540","medium"
203126,"Front of Store","",1,922,"30","shoes","WOMAN","Spring","Cotton","Turkey","27660","low"
203127,"End-cap","",1,1054,"28","sweaters","WOMAN","Winter","Wool","Vietnam","29512","low"
203128,"End-cap","","",802,"130","jackets","WOMAN","Winter","Acrylic","Bangladesh","104260","high"
203129,"End-cap",1,1,1299,"18","jackets","MAN","Spring","Cotton","Bangladesh","23382","low"
203130,"Front of Store","","",825,"70","jackets","WOMAN","Spring","Cotton","Cambodia","57750","medium"
203131,"Aisle","","",801,"70","jackets","WOMAN","Autumn","Viscose","Turkey","56070","medium"
203132,"Aisle","","",785,"64","sweaters","WOMAN","Winter","Wool Blend","Bangladesh","50240","medium"
203133,"Front of Store",1,1,1368,"17","t-shirts","WOMAN","Autumn","Wool","India","23256","low"
203134,"Aisle","","",802,"66","jackets","MAN","Winter","Cotton","India","52932","medium"
203135,"End-cap","","",1000,"28","jackets","WOMAN","Winter","Acrylic","Vietnam","28000","low"
203136,"Front of Store","",1,1044,"54","jeans","WOMAN","Winter","Wool","China","56376","medium"
203137,"Front of Store","","",802,"30","jackets","WOMAN","Autumn","Wool Blend","Pakistan","24060","low"
203138,"Aisle",1,"",1401,"42","jackets","WOMAN","Spring","Acrylic","Spain","58842","low"
203139,"Aisle","",1,731,"30","jackets","MAN","Spring","Linen","China","21930","low"
203140,"Aisle","","",898,"67","sweaters","WOMAN","Summer","Viscose","Turkey","60166","medium"
203141,"Aisle","","",918,"40","sweaters","WOMAN","Autumn","Polyester","China","36720","low"
203142,"Aisle","","",932,"22","jeans","WOMAN","Summer","Linen","Portugal","20504","low"
203143,"Front of Store",1,1,1418,"27","jackets","WOMAN","Autumn","Wool","Turkey","38286","low"
203144,"Front of Store",1,"",1786,"22","jackets","WOMAN","Summer","Linen","Bangladesh","39292","low"
203145,"Aisle","",1,1047,"33","jackets","WOMAN","Summer","Linen","China","34551","low"
203146,"Aisle","",1,701,"70","shoes","MAN","Autumn","Acrylic","Spain","49070","medium"
203147,"End-cap","","",803,"70","sweaters","WOMAN","Spring","Denim","Turkey","56210","medium"
203148,"End-cap",1,"",1279,"23","jeans","WOMAN","Spring","Linen","Bangladesh","29417","low"
203149,"Aisle",1,1,1454,"14","sweaters","WOMAN","Autumn","Acrylic","Vietnam","20356","low"
203150,"End-cap","","",923,"15","jackets","MAN","Autumn","Wool","Morocco","13845","low"
203151,"Front of Store","","",812,"66","jackets","MAN","Summer","Cotton","Morocco","53592","medium"
203152,"Aisle","","",1012,"44","jackets","WOMAN","Winter","Wool","China","44528","low"
203153,"Aisle","",1,951,"25","t-shirts","WOMAN","Winter","Wool","China","23775","low"
203154,"End-cap",1,"",1354,"51","t-shirts","WOMAN","Spring","Linen","China","69054","low"
203155,"End-cap",1,"",1545,"27","jackets","WOMAN","Summer","Cotton","Bangladesh","41715","low"
203156,"Aisle",1,1,1516,"30","sweaters","WOMAN","Spring","Linen","India","45480","low"
203157,"Aisle",1,"",1532,"18","jackets","WOMAN","Autumn","Wool","Bangladesh","27576","low"
203158,"End-cap",1,1,1592,"25","jackets","WOMAN","Summer","Cotton","Turkey","39800","low"
203159,"End-cap",1,1,1259,"88","jackets","WOMAN","Autumn","Wool Blend","India","110792","medium"
203160,"End-cap",1,"",1386,"31","jackets","WOMAN","Autumn","Viscose","Cambodia","42966","low"
203161,"Front of Store","",1,882,"39","sweaters","WOMAN","Autumn","Denim","China","34398","low"
203162,"Aisle",1,1,1445,"29","jackets","WOMAN","Summer","Linen","Turkey","41905","low"
203163,"End-cap",1,1,1294,"63","jackets","WOMAN","Autumn","Wool","Spain","81522","medium"
203164,"End-cap",1,1,1305,"14","jackets","MAN","Winter","Wool Blend","Bangladesh","18270","low"
203165,"End-cap","","",804,"40","shoes","MAN","Spring","Wool Blend","China","32160","low"
203166,"End-cap",1,1,1382,"30","jackets","WOMAN","Autumn","Polyester","Bangladesh","41460","low"
203167,"End-cap","",1,1043,"17","shoes","WOMAN","Winter","Cotton","Portugal","17731","low"
203168,"Aisle",1,1,1122,"43","t-shirts","MAN","Spring","Wool Blend","Pakistan","48246","low"
203169,"Front of Store","",1,827,"129","jackets","WOMAN","Summer","Linen","India","106683","high"
203170,"Aisle",1,1,1312,"23","jackets","WOMAN","Autumn","Viscose","Bangladesh","30176","low"
203171,"Aisle","","",994,"40","t-shirts","WOMAN","Autumn","Polyester","Turkey","39760","low"
203172,"Aisle","","",857,"40","jackets","MAN","Spring","Acrylic","Pakistan","34280","low"
203173,"Aisle",1,"",1353,"39","shoes","WOMAN","Autumn","Denim","China","52767","low"
203174,"End-cap","","",835,"50","jackets","WOMAN","Spring","Linen","Bangladesh","41750","low"
203175,"Aisle",1,"",1349,"24","jackets","WOMAN","Autumn","Wool","Vietnam","32376","low"
203176,"End-cap",1,"",1315,"48","shoes","WOMAN","Autumn","Polyester","Morocco","63120","low"
